6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ;
6 ,8 ,9 ,7 ,7 ,7 ,8 ,8 ,8 ,8 ,8 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,8 ,8 ,7 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,7 ,6 ,6 ,6 ,6 ,6 ,6 ,7 ,6 ;
6 ,7 ,7 ,7 ,9 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,6 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,7 ,6 ,6 ,6 ,6 ,6 ,7 ,6 ;
6 ,7 ,6 ,6 ,7 ,7 ,9 ,8 ,8 ,8 ,8 ,8 ,8 ,7 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,8 ,8 ,6 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,6 ,7 ,6 ,6 ,6 ,6 ,7 ,6 ;
6 ,7 ,6 ,8 ,6 ,6 ,7 ,7 ,9 ,8 ,8 ,8 ,8 ,8 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,8 ,9 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,7 ,6 ,6 ,6 ,7 ,6 ;
6 ,7 ,6 ,6 ,7 ,6 ,6 ,6 ,7 ,7 ,9 ,8 ,8 ,8 ,8 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,8 ,8 ,9 ,7 ,7 ,6 ,6 ,6 ,6 ,7 ,6 ,6 ,7 ,6 ;
6 ,7 ,6 ,6 ,6 ,7 ,6 ,6 ,6 ,6 ,7 ,7 ,9 ,8 ,8 ,8 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,7 ,8 ,8 ,8 ,9 ,94,7 ,6 ,6 ,6 ,7 ,6 ,7 ,6 ;
6 ,7 ,6 ,6 ,6 ,6 ,7 ,6 ,6 ,6 ,6 ,6 ,7 ,7 ,9 ,8 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,8 ,8 ,8 ,8 ,9 ,7 ,7 ,6 ,6 ,6 ,7 ,6 ;
6 ,7 ,6 ,6 ,6 ,6 ,6 ,7 ,6 ,6 ,6 ,6 ,6 ,6 ,7 ,7 ,6 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,8 ,8 ,8 ,8 ,8 ,9 ,7 ,7 ,9 ,7 ,6 ;
6 ,7 ,6 ,6 ,6 ,6 ,6 ,6 ,7 ,6 ,6 ,6 ,6 ,6 ,6 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,8 ,8 ,8 ,8 ,7 ,7 ,7 ,9 ,8 ,8 ,6 ;
6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ;
------------------------------------------------------------
6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,8 ,7 ,8 ,7 ,7 ,7 ,8 ,7 ,7 ,8 ,7 ,7 ,8 ,8 ,8 ,8 ,7 ,6 ;
6 ,7 ,8 ,7 ,8 ,7 ,7 ,7 ,8 ,7 ,7 ,8 ,7 ,7 ,8 ,70,7 ,7 ,7 ,6 ;
6 ,7 ,8 ,88,8 ,7 ,7 ,7 ,8 ,7 ,7 ,8 ,7 ,7 ,8 ,8 ,8 ,8 ,7 ,6 ;
6 ,7 ,8 ,8 ,8 ,7 ,7 ,7 ,8 ,7 ,7 ,8 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,6 ,7 ,7 ,9 ,9 ,7 ,7 ,6 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,7 ,7 ,7 ,7 ,6 ,6 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,9 ,73,86,9 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,8 ,8 ,8 ,8 ,7 ,7 ,80,8 ,8 ,77,7 ,7 ,8 ,8 ,8 ,8 ,7 ,6 ;
6 ,7 ,8 ,8 ,8 ,8 ,7 ,7 ,84,8 ,8 ,75,7 ,7 ,8 ,8 ,8 ,8 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,9 ,71,79,9 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,7 ,7 ,7 ,7 ,6 ,6 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,6 ,7 ,7 ,9 ,9 ,7 ,7 ,6 ,7 ,7 ,7 ,7 ,7 ,6 ;
6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,8 ,7 ,7 ,8 ,7 ,7 ,7 ,8 ,8 ,8 ,7 ,6 ;
6 ,7 ,8 ,8 ,8 ,8 ,7 ,7 ,8 ,7 ,7 ,8 ,7 ,7 ,7 ,8 ,72,8 ,7 ,6 ;
6 ,7 ,7 ,7 ,94,8 ,7 ,7 ,8 ,7 ,7 ,8 ,7 ,7 ,7 ,8 ,7 ,8 ,7 ,6 ;
6 ,7 ,8 ,8 ,8 ,8 ,7 ,7 ,8 ,7 ,7 ,8 ,7 ,7 ,7 ,8 ,7 ,8 ,7 ,6 ;
